id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,pos_src,dist_src,mag_src,pm_src,rv_src,spect_src
2347419,107336.0,206766.0,,,,,21.7399623,-4.73089719,118.7999,-23.565,-3.704,14.077,6.66,1.286,A0 V,0.068,98.269,-66.035,-9.798,4.193029e-06,-1.916930136e-05,-3.3135156e-06,5.691508814,-0.08256973244,-1.142463438e-07,-1.79574987e-08,,,Aqr,1,2347419,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1833865,89382.0,165861.0,6774.0,,,,18.2400318,-70.75121362,371.0154,-4.715,-15.685,-8.793,6.7,-1.147,B7/8 II/III,-0.025,7.681,-122.071,-350.274,-1.032303286e-05,2.900962454e-05,-8.1099317e-07,4.775229153,-1.234841626,-2.2858965e-08,-7.60430258e-08,,,Pav,1,1833865,,,,,,T,G_R3,HIP,G_R3,G_R3,T
139338,8584.0,11189.0,,,,,1.84673635,40.39847911,370.591,4.956,-10.369,-5.217,8.85,1.006,A0,0.058,249.878,131.195,240.18,2.95352872e-06,1.16075315e-05,-1.764447057e-05,0.4834744453,0.7050864725,2.4027366e-08,-5.02703305e-08,,,And,1,139338,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2522162,116575.0,221921.0,,,,,23.62357563,-78.15423716,336.7875,31.18,7.384,-8.807,8.87,1.233,G8 III,1.026,68.8,-6.802,-329.615,1.491184289e-05,4.968330289e-05,1.12904976e-05,6.18463763,-1.364048761,1.511649056e-07,3.57986422e-08,,,Oct,1,2522162,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1278129,61260.0,109194.0,,,,,12.55447709,-50.65055895,66.66,75.713,37.412,,7.3,3.181,F6/7 V,0.538,-41.8216,-6.1136,-51.5482,-5.71172365e-06,-2.556315924e-05,7.66608424e-06,3.286754413,-0.8840190206,3.67066982e-07,1.813784942e-07,,,Cen,1,1278129,,,,,,T,G_R3,HIP,G_R3,N,T
2518938,116374.0,,,,,,23.58124215,-34.66978839,38.4311,451.285,-57.663,-31.601,10.18,7.257,K 5 V,1.196,31.418,-3.458,-21.861,-2.329585551e-05,8.71536418e-05,9.54783384e-06,6.173554751,-0.6051019577,2.187891418e-06,-2.795581126e-07,,,Scl,1,2518938,,,,,,T,G_R3,HIP,G_R3,G_R3,T
151961,9388.0,11844.0,,,,,2.01068222,75.9528257,255.7668,-8.602,-11.374,-52.626,7.01,-0.029,K5,1.858,53.676,31.19,248.118,5.89273978e-06,-8.91172066e-06,-5.5634336e-05,0.5263953737,1.325626883,-4.17036728e-08,-5.5142708e-08,,,Cas,1,151961,,,,,,T,G_R3,HIP,G_R3,G_R3,T
160683,9909.0,12735.0,,,,,2.12607251,66.98934585,691.1949,-4.742,3.246,,9.08,-0.118,A2,0.336,229.406,142.743,636.198,-1.0533707e-07,-1.878067916e-05,4.25234502e-06,0.5566044809,1.169184648,-2.29898647e-08,1.57370521e-08,,,Cas,1,160683,,,,,,T,G_R3,HIP,G_R3,N,T
805770,39058.0,65524.0,,,,,7.99039555,9.93581517,99.5523,-109.135,10.295,24.455,7.87,2.88,F5,0.486,-48.816,85.045,17.177,3.384490286e-05,4.684329276e-05,9.20932345e-06,2.091880661,0.1734126884,-5.291014103e-07,4.99115684e-08,,,Cnc,1,805770,,,,,,T,G_R3,HIP,G_R3,G_R3,T
283044,18163.0,24301.0,,,,,3.8831533,26.67852934,84.3682,108.381,-124.636,22.682,8.0,3.369,G0IV,0.644,39.672,64.103,37.88,-1.474207635e-05,6.041643444e-05,-3.513656033e-05,1.016607156,0.465628176,5.254459151e-07,-6.042523789e-07,,,Tau,1,283044,,,,,,T,G_R3,HIP,G_R3,G_R3,T
917727,43101.0,,,,,,8.77797133,68.9887764,936.6705,-1.718,0.302,-36.626,10.1,0.242,K,1.154,-223.28,250.873,874.391,1.56062494e-05,-5.80069768e-06,-3.44748799e-05,2.298067518,1.204081294,-8.329099e-09,1.4641373e-09,,,UMa,1,917727,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1338048,65030.0,115812.0,,,,,13.32986325,-9.10557178,174.0969,-7.807,-0.564,-36.974,8.56,2.356,G8 IV,0.957,-161.589,-58.648,-27.552,3.291834572e-05,1.895760453e-05,5.51332179e-06,3.489750034,-0.1589222077,-3.7849404e-08,-2.7343492e-09,,,Vir,1,1338048,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2506507,115604.0,,,,,,23.41833749,69.94979928,89.6296,197.113,-30.164,-14.793,9.23,4.468,G0,0.658,30.373,-4.661,84.197,2.003551979e-05,8.357934025e-05,-1.87050001e-05,6.130906411,1.220854307,9.556307902e-07,-1.462391986e-07,,,Cep,1,2506507,,,,,,T,G_R3,HIP,G_R3,G_R3,HYG
1641371,81757.0,151746.0,,,,,16.69921723,73.88739066,107.8749,-14.97,35.45,-10.0,6.82,1.655,A2,0.223,-9.999,-28.219,103.637,-4.8270968e-07,2.207885441e-05,-4.67982944e-06,4.371844843,1.289578241,-7.2576608e-08,1.718664498e-07,,,Dra,1,1641371,,,,,,T,HIP,HIP,HYG,HYG,T
123234,7615.0,10242.0,,,,,1.63472771,-66.55643267,519.9703,8.218,3.325,22.442,7.65,-0.93,K4 III,1.503,188.21,85.855,-477.048,6.70577833e-06,2.582905864e-05,-1.772219501e-05,0.4279707132,-1.161628887,3.98419883e-08,1.61200549e-08,,,Hyi,1,123234,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1631303,81274.0,149616.0,,,,,16.59930373,-0.41151349,59.2057,-28.196,47.744,-20.738,8.21,4.348,F8/G0 V,0.561,-21.227,-55.268,-0.425,1.329497e-08,2.260758514e-05,1.385642681e-05,4.345687549,-0.007182265309,-1.366980654e-07,2.314694436e-07,,,Oph,1,1631303,,,,,,T,G_R3,HIP,G_R3,G_R3,T
508232,29629.0,43157.0,2224.0,,,,6.24352903,-4.56846454,349.8012,-6.461,1.997,20.0,5.83,-1.889,B5 II/III,-0.155,-22.216,347.981,-27.862,9.61839945e-06,2.131490498e-05,1.74675452e-06,1.634552076,-0.07973474789,-3.13238119e-08,9.6817292e-09,,,Mon,1,508232,,,,,,T,G_R3,HIP,G_R3,HYG,T
304013,19495.0,26358.0,,,,,4.17658057,5.61491205,117.683,3.332,-18.982,53.275,8.64,3.286,G5,0.804,53.809,104.025,11.514,2.371004496e-05,4.997476954e-05,-5.44684694e-06,1.093426235,0.09799870237,1.61539918e-08,-9.20273328e-08,,,Tau,1,304013,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1328512,64447.0,114648.0,,,,,13.20937178,-50.47674649,406.6153,-12.425,-8.003,-20.371,8.21,0.164,G8 III,1.0,-245.905,-80.567,-313.649,1.653791999e-05,3.119306769e-05,6.02978024e-06,3.458205441,-0.8809854209,-6.02380998e-08,-3.87996389e-08,,,Cen,1,1328512,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2518458,116346.0,,,,,,23.57517737,-27.69128952,280.344,20.141,-14.719,22.499,10.41,3.172,F8,0.491,246.701,-27.551,-130.278,1.404766984e-05,2.597530331e-05,-2.840521475e-05,6.171966996,-0.4833041757,9.76463234e-08,-7.13597256e-08,,,Scl,1,2518458,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2272709,104082.0,200891.0,,,,,21.08659888,35.76360138,351.7986,-8.1,33.021,-18.77,8.45,0.719,K2,1.006,206.376,-197.224,205.606,-4.460155628e-05,2.351368848e-05,3.447897066e-05,5.520458671,0.6241925957,-3.92699081e-08,1.600903255e-07,,,Cyg,1,2272709,,,,,,T,G_R3,HIP,G_R3,G_R3,T
241736,15201.0,21024.0,1025.0,,Iot Hyi,,3.26601745,-77.38845329,29.1853,113.658,62.375,14.156,5.51,3.184,F5 V,0.438,4.181,4.809,-28.481,-4.40983928e-06,1.943724614e-05,-1.22006917e-05,0.855041368,-1.350683311,5.51029533e-07,3.024025332e-07,Iot,,Hyi,1,241736,,,,,,T,G_R3,HIP,G_R3,G_R3,T
411074,25518.0,,,,,,5.45693199,72.43943354,467.6118,11.524,-10.871,1.075,9.63,1.281,K0,1.134,19.991,139.661,445.82,-2.248486234e-05,2.728945996e-05,-6.38772174e-06,1.428621453,1.264306622,5.58699285e-08,-5.27040952e-08,,,Cam,1,411074,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1442176,71176.0,127530.0,,,,,14.55672085,-49.10760371,766.3204,-6.79,-5.608,,8.27,-1.152,B8/9 II/III,-0.009,-393.418,-311.27,-579.293,-3.30022063e-06,2.955471831e-05,-1.363961653e-05,3.810940603,-0.8570893715,-3.29188489e-08,-2.71883512e-08,,,Lup,1,1442176,,,,,,T,G_R3,HIP,G_R3,N,T
2184025,100782.0,346637.0,,,,,20.43383795,22.95287076,1022.9273,-0.184,-3.556,,9.48,-0.569,B8,0.028,560.386,-757.109,398.915,3.35749127e-06,-6.07068784e-06,-1.623827182e-05,5.34956626,0.4006031671,-8.920572e-10,-1.72399745e-08,,,Vul,1,2184025,,,,,,T,G_R3,HIP,G_R3,N,T
1416041,69609.0,,,,,,14.24620979,-50.98400571,280.7765,-49.123,-9.91,-1.49,10.51,3.268,F8,0.46,-147.067,-98.056,-218.155,-2.757479047e-05,6.198115014e-05,-7.30814274e-06,3.729648997,-0.8898387645,-2.381550243e-07,-4.80450357e-08,,,Cen,1,1416041,,,,,,T,G_R3,HIP,G_R3,G_R3,HYG
1431754,70561.0,126415.0,,,,,14.43337237,-30.28610142,89.5664,-58.915,-16.646,,8.24,3.479,G8 IV,0.859,-62.1718,-46.0055,-45.1698,-1.228659766e-05,2.273235332e-05,-6.24147707e-06,3.778648046,-0.5285921868,-2.856279799e-07,-8.07020853e-08,,,Cen,1,1431754,,,,,,T,G_R3,HIP,G_R3,N,T
1584129,79051.0,145692.0,,,,,16.13574759,64.2392217,255.455,-0.52,-15.046,,8.62,1.583,F0,0.406,-52.061,-98.062,230.067,-8.43821519e-06,-1.452015262e-05,-8.09868211e-06,4.224328836,1.121185926,-2.5210311e-09,-7.29450664e-08,,,Dra,1,1584129,,,,,,T,G_R3,HIP,G_R3,N,T
442326,27066.0,,,,,,5.73974875,32.17341276,2550.3554,1.216,-3.287,2.906,11.12,-0.913,,0.8,146.968,2153.715,1358.022,-1.335939947e-05,2.512442523e-05,-3.28181221e-05,1.502662707,0.5615319836,5.8953344e-09,-1.59358257e-08,,,Aur,1,442326,,,,,,T,G_R3,HIP,G_R3,G_R3,N
587257,32403.0,48978.0,,,,,6.7649293,-6.89630274,267.5237,-4.308,-4.657,17.847,7.89,0.753,A1 IV/V,0.096,-52.831,260.28,-32.122,2.01572199e-06,1.815888364e-05,-8.18765614e-06,1.771054347,-0.1203631889,-2.08857734e-08,-2.25777731e-08,,,Mon,1,587257,,,,,,T,G_R3,HIP,G_R3,G_R3,T
104554,6439.0,8321.0,,,,,1.37864076,17.19704051,51.9261,-55.835,21.757,-19.793,7.16,3.583,F 5 V,0.473,46.409,17.517,15.352,-1.464287542e-05,-2.055095555e-05,-7.5269984e-07,0.3609273066,0.3001449782,-2.706957185e-07,1.054809125e-07,,,Psc,1,104554,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2250656,103189.0,199218.0,8009.0,,,,20.90618175,40.70295713,326.3683,7.835,0.746,-22.0,6.69,-0.879,B 8 V:NN,-0.081,170.603,-179.196,212.837,-3.3135156e-06,2.145910427e-05,-1.377767968e-05,5.473225577,0.7104006164,3.79851519e-08,3.6167101e-09,,,Cyg,1,2250656,,,,,,T,G_R3,HIP,G_R3,HYG,T
1679386,83514.0,154116.0,,,,,17.06748091,-16.19239194,109.8109,-242.205,25.363,-183.208,8.52,3.317,G8 V,0.826,-25.49,-102.328,-30.622,-8.253619645e-05,0.0002021101339,6.521591861e-05,4.468256048,-0.2826105528,-1.174242975e-06,1.229632938e-07,,,Oph,1,1679386,,,,,,T,G_R3,HIP,G_R3,G_R3,T
306817,19682.0,26853.0,,,,,4.2165669,-40.97636386,526.2662,1.333,13.644,7.445,9.19,0.584,G6 III,0.918,178.843,354.794,-345.098,9.82600552e-06,2.704708243e-05,2.128831504e-05,1.103894632,-0.715172464,6.4625664e-09,6.61479786e-08,,,Hor,1,306817,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2350263,107468.0,207181.0,,,,,21.76729568,45.10583682,504.3427,1.33,1.894,-19.238,9.17,0.656,B9,0.021,296.866,-196.421,357.282,-1.252181636e-05,1.218535135e-05,-1.066972477e-05,5.698664677,0.7872453635,6.448022e-09,9.1823711e-09,,,Cyg,1,2350263,,,,,,T,G_R3,HIP,G_R3,G_R3,T
134468,8295.0,232528.0,,,,,1.78244099,51.12386574,302.6219,-13.227,11.509,-33.251,9.57,2.165,F5,0.535,169.63,85.451,235.593,-2.20696502e-05,-3.284675742e-05,-1.587623956e-05,0.4666419594,0.8922797825,-6.41263055e-08,5.57972065e-08,,,Per,1,134468,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1210987,57223.0,101918.0,,,,,11.73348774,40.08272239,718.5764,16.447,-12.779,-2.12,8.77,-0.512,K4IV,1.556,-548.456,38.33,462.686,-3.093534981e-05,-5.527332643e-05,-3.545768499e-05,3.071819904,0.6995754781,7.9737306e-08,-6.19543402e-08,,,UMa,1,1210987,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2265559,103762.0,200069.0,,,,,21.02662798,-16.43565215,453.5904,-8.371,-5.099,32.567,8.2,-0.083,K2/3 III,1.329,309.768,-305.479,-128.338,7.56074717e-06,-3.331003599e-05,-2.01776737e-05,5.504758326,-0.2868562444,-4.05837532e-08,-2.47206496e-08,,,Cap,1,2265559,,,,,,T,G_R3,HIP,G_R3,G_R3,T
39062,2319.0,2615.0,,,,,0.4930152,-32.56900322,79.754,86.478,179.971,1.124,7.62,3.111,F5 V,0.465,66.653,8.651,-42.933,3.380501795e-05,3.810440671e-05,5.802436253e-05,0.1290710774,-0.5684363396,4.192571747e-07,8.72524029e-07,,,Scl,1,39062,,,,,,T,G_R3,HIP,G_R3,G_R3,T
93441,5711.0,,,,,,1.22439204,-31.57461954,176.0192,7.172,-36.117,15.722,9.95,3.722,G0,0.583,142.323,47.25,-92.165,-4.2441635e-06,5.03981632e-06,-3.467634983e-05,0.3205450861,-0.5510810704,3.47708372e-08,-1.75100157e-07,,,Scl,1,93441,,,,,,T,G_R3,HIP,G_R3,G_R3,T
129745,8047.0,,,,,,1.72222336,-5.1187046,161.2905,18.274,-86.466,11.093,9.77,3.732,G5,0.767,144.593,70.003,-14.39,-1.48596857e-06,1.51562658e-05,-6.835353153e-05,0.4508770208,-0.0893382486,8.8594852e-08,-4.19198997e-07,,,Cet,1,129745,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1524892,75945.0,137864.0,,,,,15.51161081,-52.77131357,160.464,-37.042,-23.796,10.544,8.35,2.323,G5 III,0.802,-58.864,-77.198,-127.766,-1.793286915e-05,2.400560237e-05,-1.978598343e-05,4.060930209,-0.9210331713,-1.795846836e-07,-1.153662634e-07,,,Nor,1,1524892,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1328217,64429.0,114745.0,,,,,13.20590426,18.71333387,149.4601,-61.12,13.077,-22.3,8.19,2.317,F 8 V,0.513,-134.563,-43.952,47.952,9.67260202e-06,4.974875505e-05,1.65778049e-06,3.457297647,0.3266092897,-2.963181216e-07,6.3399085e-08,,,Com,1,1328217,,,,,,T,G_R3,HIP,G_R3,HYG,T
720542,36420.0,60036.0,,,,,7.49376042,-54.90812455,538.639,-3.234,9.347,31.0,8.66,0.004,B8/9 V,-0.001,-118.033,286.28,-440.731,-6.75179938e-06,3.853291382e-05,-1.190820236e-05,1.961861888,-0.9583275584,-1.56788744e-08,4.53155347e-08,,,Car,1,720542,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1240274,58906.0,104901.0,,,,,12.07971541,-61.99682658,1871.0253,-6.119,0.083,-25.49,7.4,-3.96,B8/9 IAB/B,0.205,-878.293,-18.332,-1651.969,1.041200689e-05,5.572944617e-05,2.337153457e-05,3.162462096,-1.082048748,-2.96657491e-08,4.023954e-10,,,Cru,1,1240274,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1241707,59000.0,105065.0,,Gl 455.1,,,12.09740642,-18.87523259,23.0599,-15.018,-317.78,-3.158,9.99,8.176,K5 V,1.336,-21.813,-0.556,-7.46,1.450072151e-05,2.04947076e-06,-3.257063112e-05,3.167093591,-0.3294349554,-7.28093185e-08,-1.540640914e-06,,,Crv,1,1241707,,,,,,T,G_R3,HIP,G_R3,G_R3,T
51936,3136.0,3637.0,,,,,0.66441918,63.22753186,170.9688,-36.815,-11.497,-29.223,7.72,1.555,F6IV,0.542,75.851,13.328,152.641,4.0191717e-07,-3.091080525e-05,-3.097523472e-05,0.1739445344,1.103528608,-1.784841565e-07,-5.57390289e-08,,,Cas,1,51936,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1603048,79981.0,148004.0,,,,,16.32577889,70.3685736,43.6425,64.622,27.257,-3.753,7.52,4.32,F8,0.564,-6.223,-13.276,41.106,1.523296755e-05,2.8328513e-07,-1.67823429e-06,4.274078914,1.228163298,3.132962966e-07,1.321456649e-07,,,UMi,1,1603048,,,,,,T,G_R3,HIP,G_R3,G_R3,T
4466,260.0,225091.0,,,,,0.0544817,-55.40506781,235.2594,30.878,8.131,10.59,9.64,2.782,F2 V,0.432,133.56,1.905,-193.662,1.327962965e-05,3.541064125e-05,-3.64998061e-06,0.01426327569,-0.9670008545,1.497007683e-07,3.94202004e-08,,,Phe,1,4466,,,,,,T,G_R3,HIP,G_R3,G_R3,T
100449,6182.0,8040.0,,,,,1.32182813,-34.49049948,95.1221,29.4,47.143,21.0,7.84,2.949,F5 V,0.485,73.754,26.593,-53.865,2.36343659e-05,2.293382325e-05,5.7577447e-06,0.3460537948,-0.6019727759,1.425352221e-07,2.285557134e-07,,,Scl,1,100449,,,,,,T,G_R3,HIP,G_R3,HYG,T
358887,22910.0,31293.0,,,,,4.9294013,30.55119095,155.9403,4.018,-24.027,8.9,7.03,1.065,A0EP,0.132,37.149,129.052,79.266,1.80300247e-06,1.724562147e-05,-1.101641668e-05,1.290514241,0.5332188719,1.94798137e-08,-1.16486183e-07,,,Aur,1,358887,,,,,,T,G_R3,HIP,G_R3,HYG,T
2392952,109451.0,210743.0,,,,,22.17403375,64.3410241,724.1151,-3.704,-3.404,,8.05,-1.249,A0,0.337,278.403,-144.245,652.708,3.58248307e-06,-1.650110315e-05,-5.1748114e-06,5.805148454,1.122962713,-1.79574987e-08,-1.65030577e-08,,,Cep,1,2392952,,,,,,T,G_R3,HIP,G_R3,N,T
2154810,99773.0,192266.0,,,,,20.24301262,-15.33487842,90.5506,52.203,-13.377,8.948,8.62,3.836,F6 V,0.539,48.383,-72.698,-23.947,2.310665786e-05,6.64339424e-06,-8.08334176e-06,5.299608305,-0.2676441185,2.530872857e-07,-6.4853526e-08,,,Cap,1,2154810,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2338643,106947.0,,,,,,21.66012743,23.265531,56.7882,33.492,205.426,-106.605,9.51,5.739,G5,0.756,42.684,-29.997,22.431,-9.492199504e-05,7.797806712e-05,8.89331224e-06,5.670608094,0.4060601177,1.623737979e-07,9.959333514e-07,,,Peg,1,2338643,,,,,,T,G_R3,HIP,G_R3,G_R3,HYG
1611311,80368.0,146263.0,,,,,16.40565226,-77.46339471,156.475,-11.414,-49.763,-12.185,8.43,2.458,F5 V,0.471,-13.769,-31.049,-152.744,8.11913591e-06,3.966912241e-05,3.97008258e-06,4.294989713,-1.351991286,-5.53366335e-08,-2.412578319e-07,,,Aps,1,1611311,,,,,,T,G_R3,HIP,G_R3,G_R3,T
505096,29532.0,42365.0,,,,,6.22171916,52.91049013,135.7702,31.098,-9.209,-62.46,9.2,3.536,F8,0.483,-4.75,81.74,108.303,-1.848103099e-05,-3.481748105e-05,-5.461062331e-05,1.628842265,0.9234622606,1.507673584e-07,-4.46464918e-08,,,Aur,1,505096,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1312691,63466.0,113064.0,,,,,13.00478836,54.23807967,332.3084,-4.818,-0.835,-19.149,8.56,0.952,K 2 III,1.18,-187.527,-50.5,269.652,7.97902738e-06,1.018701509e-05,-1.667700583e-05,3.404645627,0.9466330691,-2.33583231e-08,-4.0481942e-09,,,UMa,1,1312691,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1553221,77444.0,140643.0,,,,,15.80992143,-65.23334387,33.3404,-298.135,-268.315,-59.209,8.48,5.865,K1 V,0.898,-7.577,-11.733,-30.274,-5.35991829e-06,8.053274674e-05,3.681377193e-05,4.139027747,-1.138536631,-1.445399267e-06,-1.300827827e-06,,,TrA,1,1553221,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1585934,79150.0,145567.0,,,,,16.15475562,49.777985,135.6427,-21.027,-2.443,-37.25,9.23,3.568,F8,0.517,-40.687,-77.568,103.57,-1.38779033e-06,2.71217388e-05,-3.012537933e-05,4.229305127,0.8687897323,-1.019417726e-07,-1.18439982e-08,,,Her,1,1585934,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1174246,55130.0,98161.0,4372.0,,,,11.28666894,-38.01436483,73.7639,-73.117,9.318,5.334,6.24,1.901,A1 V,0.105,-57.105,10.79,-45.428,-1.38472226e-06,2.687117975e-05,-7.3429142e-07,2.954843015,-0.6634758286,-3.544812188e-07,4.51749388e-08,,,Cen,1,1174246,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1823239,89044.0,,,,,,18.17421946,-50.31770151,,10.93,-9.41,,10.46,,F0,0.371,,,,,,,4.757999523,-0.8782095624,5.29901353e-08,-4.56209673e-08,,,Tel,1,1823239,,,,,,T,N,HIP,HYG,N,HYG
230126,14361.0,19337.0,,,,,3.08840835,-40.98421734,77.1165,28.364,11.329,,7.6,3.164,F5 V,0.475,40.2005,42.1058,-50.5766,-5.75160856e-06,9.33204625e-06,3.19692894e-06,0.8085434144,-0.7153095331,1.375125524e-07,5.49245419e-08,,,Eri,1,230126,,,,,,T,G_R3,HIP,G_R3,N,T
246267,15534.0,20273.0,,,,,3.3352649,69.73131264,190.8119,14.767,-5.879,3.319,6.6,0.197,A0,-0.01,42.464,50.658,178.997,-6.43578817e-06,1.358643665e-05,1.29983899e-06,0.873170308,1.217040996,7.15924362e-08,-2.85021963e-08,,,Cas,1,246267,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1758592,86807.0,161101.0,,,,,17.73799722,-17.43683182,445.4211,-6.669,-2.453,-2.598,7.26,-0.984,G6 II/III,1.096,-29.126,-423.954,-133.472,-1.408550937e-05,5.09913234e-06,-4.25745847e-06,4.643796808,-0.304330126,-3.23322244e-08,-1.18924796e-08,,,Sgr,1,1758592,,,,,,T,G_R3,HIP,G_R3,G_R3,T
183395,11296.0,14935.0,,,,,2.4240742,35.04192826,159.8758,-7.203,1.367,-17.74,6.85,0.831,G5,1.065,105.41,77.604,91.797,-9.14182591e-06,-1.36631384e-05,-9.54885653e-06,0.6346211408,0.6115970237,-3.49211294e-08,6.627403e-09,,,Tri,1,183395,,,,,,T,G_R3,HIP,G_R3,G_R3,T
533586,30522.0,45441.0,,,,,6.41507773,-46.93598006,443.741,1.206,-8.505,10.307,8.51,0.274,K1 III,1.173,-32.861,301.206,-324.193,-1.91038492e-06,-6.41431168e-06,-2.019301405e-05,1.67946342,-0.8191873888,5.846853e-09,-4.12334035e-08,,,Pup,1,533586,,,,,,T,G_R3,HIP,G_R3,G_R3,T
495836,29189.0,42068.0,,,,,6.15751461,17.83457521,72.3838,3.975,27.278,8.356,8.41,4.112,F7V,0.538,-2.841,68.847,22.169,-1.60766868e-06,5.14106263e-06,1.17302543e-05,1.612033553,0.3112720578,1.92713438e-08,1.322474758e-07,,,Ori,1,495836,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1487879,73867.0,133569.0,,,,,15.0968659,-20.41526054,613.8223,9.594,-2.624,4.655,8.64,-0.3,A0 V,0.025,-396.33,-416.959,-214.115,1.949656216e-05,-2.092935085e-05,-8.97819551e-06,3.952350246,-0.3563135137,4.65130245e-08,-1.2721511e-08,,,Lib,1,1487879,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1249286,59430.0,105893.0,,,,,12.19074296,-67.78888818,137.1464,-26.107,1.326,-19.354,9.18,3.494,F5 V,0.443,-51.779,-2.588,-126.97,5.79149347e-06,1.767003782e-05,1.865693367e-05,3.19152904,-1.183139294,-1.265703076e-07,6.4286294e-09,,,Mus,1,1249286,,,,,,T,G_R3,HIP,G_R3,G_R3,T
23011,1381.0,1278.0,,,,,0.28773927,54.98071429,492.6132,4.412,-4.572,-11.894,7.93,-0.533,B9,0.046,281.885,21.275,403.43,1.16279853e-06,1.065336173e-05,-1.622702223e-05,0.07532996465,0.9595944884,2.13899796e-08,-2.21656815e-08,,,Cas,1,23011,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2382285,108941.0,209887.0,,,,,22.0717081,65.7425311,130.2898,154.204,81.913,,8.69,3.115,F8,0.54,46.851,-25.8888,118.7861,5.82115148e-06,0.0001080676523,2.125661165e-05,5.778359662,1.147423625,7.47602088e-07,3.971254302e-07,,,Cep,1,2382285,,,,,,T,G_R3,HIP,G_R3,N,HYG
1123774,52501.0,92955.0,,,,,10.73500977,3.2255792,538.6914,-19.01,4.008,23.124,8.07,-0.587,K4 III,1.457,-508.613,174.88,30.311,-5.62888576e-06,5.443472063e-05,1.17813888e-05,2.810418983,0.05629697726,-9.21630807e-08,1.94313323e-08,,,Sex,1,1123774,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1317936,63775.0,113502.0,,,,,13.0719917,-17.23727498,158.4368,-57.611,22.456,-10.809,7.88,1.881,A8/9 + G/K III,0.443,-145.401,-41.912,-46.949,-7.02281223e-06,4.402884988e-05,1.974916659e-05,3.42223942,-0.3008472021,-2.793060095e-07,1.088697601e-07,,,Vir,1,1317936,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1929295,92520.0,175656.0,,,,,18.85548545,66.90317283,110.6329,-62.363,17.957,,8.68,3.461,F8,0.537,9.6394,-42.316,101.7646,-3.458123966e-05,1.20881958e-06,3.77781686e-06,4.936354542,1.167680645,-3.023443556e-07,8.70579926e-08,,,Dra,1,1929295,,,,,,T,G_R3,HIP,G_R3,N,T
2419709,110747.0,212644.0,,,,,22.43643466,-24.44067075,287.9113,6.305,4.125,7.39,9.09,1.794,A8 V,0.218,240.457,-104.322,-119.124,1.200024446e-05,4.3873401e-06,2.11492292e-06,5.873844852,-0.4265701755,3.05675026e-08,1.99985643e-08,,,Aqr,1,2419709,,,,,,T,G_R3,HIP,G_R3,G_R3,T
5386,312.0,225146.0,,,,,0.06597341,61.10363002,3045.0651,-0.816,-1.895,-35.0,8.59,-3.828,B0IB,0.36,1471.238,25.413,2665.94,7.40223022e-06,-1.192047464e-05,-4.485620609e-05,0.01727179833,1.066459528,-3.9560796e-09,-9.1872192e-09,,,Cas,1,5386,,,,,,T,G_R3,HIP,G_R3,HYG,T
1505037,74834.0,136691.0,,,,,15.29386372,69.15485158,168.6341,-52.129,41.993,,7.31,1.175,K0,1.025,-39.0453,-45.5674,157.5958,-1.148583139e-05,5.209378322e-05,1.221603205e-05,4.003924154,1.206979852,-2.527285235e-07,2.035878089e-07,,,UMi,1,1505037,,,,,,T,G_R3,HIP,G_R3,N,T
